BLOCK,NUMBER,POLE_LOC
8,1g,"8.231679833931025, 124.23924234986401"
8,2g,"8.231772744036284, 124.23905459524207"
8,3g,"8.231805926211463, 124.23894596578222"
8,4g,"8.231306866003395, 124.23967418549445"
8,5g,"8.231567014488201, 124.24002555485836"
8,6g,"8.231682488505763, 124.24014491315373"
8,7g,"8.231853708545724, 124.24036083101186"
8,8g,"8.232676625517087, 124.24122852563173"
